Rating,Professor Gender,Comment Text
4.0,W,excellent lecturer but i did sometimes fell a little lost the readings are only moderately hard but i recommend doing them if you want to get anything out of the class plus there is not too much grading was fair and she is incredible at office hours
3.5,M,i took him for intro to drama it was an easy class he does require you attend his class as well as two of the theatre productions and write a report over them but it difficult sometimes the plays are fun to watch overall i think the class was easy
4.0,M,a great man very funny but he does not care about political correctness which makes for interesting classes will assume that all students of asian descent chinese very wise knows extensively what he is talking about homework is intense and necessary papers take a long time to do overall a great professor
5.0,W,she was great i took her for freshman english ii just now would definitely recommend got an was very helpful met several times and helped me edit my paper very reasonable gave the class an extension on the paper no complaints pretty funny too and does online her
4.0,W,great nice to work with and she knows what she is doing she takes a motherly approach to her syllabus makes everyone participate loved her class
4.0,W,this instructor grades too strict she tries to make the course difficult when its really not
2.5,W,she grades very hard test one was a slap in the face very tricky she expects you to read the chapters on your own and be ready for the test i advice you to not take her class
5.0,W,dr vanderhoof is amazing she understands that most students are taking her class it is a required gen ed so she makes it as simple as possible she almost never makes you stay for the whole class period very kind woman and great professor
5.0,M,such an easy class just do the online quizes and labs bs them if you want i got them done in about hours with the free day trial saved me about dollars i would definitely recommend him just show up and at least walk around the gym easiest a i have ever gotten
5.0,M,he was a very kind and understanding he judgmental and was reasonable recommend him
2.5,W,i did not like her so much as a teacher first day of class she told us that some of is will not be passing very hard grader and critical if you do not participate in class you will not get a good grade also hates disney movies i tried to talk discuss that and got shot down especially lion king
2.0,W,she is beyond awful she teaches the class in such a way that no matter what you say she will try to say wrong and when you ask her a question she will not reply with a straight answer she always replies with another question not very helpful unless you meet one on one and still not much more helpful
2.5,W,it is super hard to understand what she wants from you she is a nice woman though very tough
5.0,M,such a wonderful professor he really know how to teach you and how to calm you down he has a very special way of helping you understand the world and yourself through writing you would be missing out if you take his class
5.0,M,amazing teacher he really helped me get better at writing and was cool when i asked for an extension everyone should take at least one of his classes
4.5,M,extends due dates as long as you talk to him he is super chill awesome professor would totally recommend
4.5,M,immensely helpful the essays are actually fun to write because he gives broad topics super chill extends due dates as long as you talk to him awesome professor would totally recommend
5.0,W,great professor very clear about her expectations fair grader and extremely helpful read the material before class daily quizzes easy stuff if you read have opinions and be prepared to share them major essays overall her class is worth taking never a dull class and you will learn a great deal one of the best at nova
5.0,W,i love this teacher she encourages everyone to know chinese at basic level she really cares about her students especially those who struggle attendance matters so miss out the fun
3.5,W,she teaches simplified if a transfer student and your previous classes used traditional char then got two to simplified and relearn the words starting from ch no way jose or continue with your traditional char but keep in mind that questions on exams and all class activities will be in simplied only
1.0,M,i had mr glennon last year this teacher cannot teach i studied the book for hours and when i understand something he would refer me to the book if he said anything at all if you care about your gpa avoid this teacher this is the only class ever recieved a d i studied alot pretty mean and care about the class
1.5,M,terrible just god awful i have always understood math but this man just ruined it for me quizzes are huge and even go along with the homework no matter what avoid this teacher extremely rude and talks down to his students overall just a mean guy
4.0,W,good teacher but hard marker if you take an online course with her do not slack off cause you will get a d or fail do the assignments on time and you will be fine
5.0,M,great teacher hes talks alot but is very funny explains things very well have a problem repeating himself or answering nice and helpful not to mention his tests are super easy i never studied because he always reviews the material hes going to test you on just make sure you undestand it highly reccomend him
5.0,M,although i got a c in the class i must say he was a remarkable teacher nice helpful intuitive and efficient more professors should be like murdico
5.0,M,great teacher i had him once a week for like hour periods but he managed to make the class really interesting tests were pretty simple plus he drops your lowest score along with a few quizzes
5.0,M,i had classes with him intro abnormal awesome really friendly encourages questions always happy to explain questions even during tests funny and makes class interesting he totally made me want to major in psychology i suggest attending every class because he sometimes has pop super easy take murdico
4.0,M,his class is pretty simple but if you want to get an a in the class you really have to try you have to read the assignments assigned because he gives daily online quizes visit him during office hours and help you with writing your papers
4.0,M,well i make chambers sound as easy as the previous person but doing good in his class is completely possible made an a on both tests and final i read all the the probs at the end of the chapters going to class is a must i never missed a single class and had great notes to constantly review it
5.0,M,honestly a great professor not bad at all all you have to do is show up to his class and listen what he teaches in class is whats gonna be on the test study his notes and read the sections he assigns in the book i got an on the first test and a on the second havent taken the final yet to get an a just understand the material
4.0,W,no need to buy the book tests and quizzes are mostly matching and she gives you extra credit for drawing pictures on the sides of your exams she automatically gave all of us on our first essay assignment as long as we handed it in-even the people who handed it in after the one week grace period which applies to all of her assignments
4.0,M,buddy likes his flow charts those working for you at the lc there dave
2.5,M,nice guy but not a good instructor he is boring and has nothing interesting to say he is also an extremely difficult grader
5.0,M,an outstanding veteran of college professors professor philo class was very thought-provoking as well as interesting even when i had little to no interest in the subject prior to signing up the reading is supplementary as noted so take thorough notes when you take his class
4.0,M,great teacher really challenges your mind and point of thought funny guy as well critelli made class amusing and lectured in a way that kept his students interested the material is complicated but he is always willing to re explain if you dont understand i would definitely recommend him
5.0,W,kim is excellent and makes zumba lots of fun but it would be good if she would turn the volume down loud music is bad for our hearing and hers
5.0,W,kim fujii is by far the best yoga instructor especially if new to yoga she makes it fun peaceful and i guarentee feel the difference after her class
5.0,W,loved this class kim is great she is super friendly and really good at explaining things this was a great introduction to kinesiology which helps if taking any other anatomy classes
3.0,M,a great guy but he can be confusing and particular he wrote his textbook so it also feel like things have to be his way is frustrating knows a lot about music but not always easiest to understand felt like i have been so frustrated in an intro to music class esp with prior knowledge
4.0,M,the best he will soon start teaching
4.0,M,is a great teacher pretty funny and very informative sometimes he gets off track but it helps if your taking him flex in a hour class weekly quizzes and extreme use of the textbook biology for science major
4.5,M,prof caspi is a great teacher kind of a smart ass sometimes but he makes class so interesting and time really flies by i would definitely take him again his workload is manageable and you actually learn something
5.0,M,excellent teacher loved his class we had a blast he taught me a lot and got me interesting in siblings and family theories
1.0,M,he is pretty much one of the most useless professors at montclair i really have anything to say about him other than the fact that he is useless and a miserable human being what a shame too because the fcst department is full of wonderful professors unfortunately for him he just cannot compare take somebody else
2.0,M,the good funny guy knows his stuff fair grader says at least one ridiculously hilarious thing per class bad can make the simplest idea incomprehensible rambles on for hours someone else said it i have no doubt he knows what talking about he just have a knack for explaining things and he goes off on confusing tangents
4.0,M,never seen a teacher this smart his teaching style may be boring and his personality weird but if you are really into physics the one you can always count on
4.0,M,really smart and really passionate about the subject but he really discuss the novels we read as much as i hoped the lectures were interesting but was mildly related to the text itself the final exam was quite fair he is extremely helpful especially in office hours
3.0,M,very intelligent professor with awesome things to say i wish he would have focused more on the texts which were quite difficult lectures were only somewhat related to the texts
5.0,M,one of the most joyful professors i have ever had he obviously teaches because that is what he loves doing he never makes you feel pressured to learn but rather just makes all sort of information available to you and what you choose to do with it is really up to you highly highly recommended
5.0,M,listening to prof amrine is so passionate and knowledgeable about what he teaches take the class he lets your rewrite papers until you get an a and is reasonably open-minded with what you can write about overall genius
5.0,M,super easy class mid terms can be made up hw can be late can earn extra credit for practice problems he is resourceful and nice he is kind of old and stutters at times he even takes naps in between breaks and can put you on the spot if you talk but not in a mean way
5.0,M,i extremely passionate about math and the sweetest professor i know easy class can re take midterms turn in late hw and has tons of office hours take him awesome too many kids goof off in class as if they were in high school still please be respectful and take advantage of him
5.0,W,she is a wonderful instructor and very concerned with the education of her students if you take a special interest in learning the material she will take a special interest in helping you succeed i look forward to having her in future classes
5.0,M,this guy is definitely worth you gain an overall understanding of anything he covers he explores new ideas with the class most open-minded person i have ever you read a lot of books that i would not consider easy reads you write a lot in the fresman seminar participation so talk
4.5,M,not the history class i was expecting but that was a good thing i love eric ruckh he is the most interesting teacher i have ever had and it was a nice change of pace compared to being in the science building all day i worked hard and got a b but it was worth it because you will never have a class like this
4.0,M,he makes the class way harder than it has to u think u are going to learn history you are dead wrong this might as well be call philosophical history than history a lot of on the plus we does clarify very well helps you out anytime and keeps you moderately interested
5.0,M,wow was he amazing he taught a whole class blind-folded just for humor also like to marry this man so hands off
4.0,W,cool teacher very funny at times and i enjoyed coming to class however when it comes to grading she is a beast if you want to pass this class i have three words for you study study study
5.0,W,she was an amazing teacher really funny and nice extremely helpful fantastic class i loved it used the book for terms and just when we had to compare paintings midterm and final easy of you study for it recommend flashcards
1.0,M,seriously take him if you really want to learn something in database his grading is mostly related to how many times you meet him in his office outside the class discuss any coding at all even look at your codes for the project teaches from ppt slides only learn more from books and google than anything from him
4.5,M,got to learn a lot he guides you through the course and we get to do major part
3.5,W,karen is nice she gives a reading quiz but then goes over what you just read the next class so it can be boring do the homework memorize a bunch of stuff and be hard pressed to get less than a b
1.0,M,worst teacher i have ever taken i tell all my friends not to take him he literally has made me burst into tears because i worked my butt off and got a bad grade on a twelve page opinion paper i cannot stress how much i despise this man
1.0,W,dr brown is by far the most incompetent teacher i have ever had in my entire higher education experience if she is what we can expect from teacher education at uk than uk does not take teacher education seriously disorganized unreasonable unclear incompetent ineffective
4.5,M,he share stories alot easy and fun class to be in there weekly quizzes count of the total grade final counts the quizzes are directly from the notes and chapters just read pay attention and you should pass with flying drop lowest quizzes and his final are based on weekly quizzes if you do good weekly then it ez a
5.0,M,shel is a fantastic teacher he wants everyone to understand the material and he keeps it interesting all of the tests come straight from his notes and one to sweat just attend class take notes and that an a
4.0,M,unno was the leader of my fig and he made it quite interesting while the lectures seemed long sometimes he was able to mix music such as miles davis with philosophy and make it totally mindboggling unno knows how to give a good thoughtout speech
5.0,M,probably the best teacher ever had he just makes the whole class interesting easy to understand and is very funny
5.0,M,amazing teacher taken two classes from him and always very insightful and understandable readings were excellent and the class was easy because he makes it so engaging take a class from him take seven you wont regret it
1.5,M,i thought that taking an asian religions course would be semi interesting but professor unno made this class a pain to go to i couldnt really understand what he was saying because he says everything in a philosophical sort of way and didnt really get straight to the point make sure you do all of the readings
1.0,W,she has crazy eyes and makes no sense the homework is ten thousand times harder than her tests boo
4.5,M,prof barden is hands down one of the most amazing professors i have ever had his class is interesting and humorous and the exams are very fair his lab is also very interesting and the most fun lab i have ever had this class hands down was my favorite class at mcphs so far he is a very fair grader and is always willing to help his students
5.0,M,i was in microbio class such a sweet guy soo nice and very intelligent grades very fair a professor knows his stuff
4.0,M,he is great and interesting study everything in the notes and you will be fine do the old practice exams that he gives because they are really helpful he gives so much bonus points that both semester i had averages over
3.5,M,he is a kind instructor he sometimes goes off topic with his notes since he writes them as we go along in class so no class have the same exact notes the material is hard but he teaches it well watch out for his exams there is a ton of material covered and you get about min to complete pace yourself or you will run out of time
5.0,M,i believe this was the easiest class i took at mcp sure his material is challenging but gives what bonus points on each exam come on i had like average going into each final those who complain are just sick of having their drinking time cut into just wait till you get to
1.0,W,hard marker you can write a whole page but she will only mark some biased favours many once tried to talk to her and she stood there looking back and forth around the room while i was talking to her and frankly give a cow lectures are all over the place sleep because she will catch you and make you watch
5.0,W,i was a student in ms class some yrs ago i was new to bc and canada i found her to be a sensitive and caring individual she was understanding and supportive i found her to be well prepared for class and was thorough in her subject matter i had a solid base to my ece training thanks carol
4.0,W,i took this class online over summer session there is no textbook but expect a lot of reading of mini-lectures and articles the discussion posts a week take the most time to complete but i did get a on all other writing assignments because she is a pretty easy grader i would recommend this class for an upper level gen-ed
1.0,M,where i do begin this guy i think he is old and senial personally what he so called teaches in class makes no sense and he has these long random pauses in between thoughts he even explained a problem in a foreign language during an exam and looked at us like we had the problem only benefit is open everything for exams
2.0,M,interesting professor lectures are boring movies are alright go to class because he does take attendance when he sees a lot of empty seats exams are either multiple choice or essays which he gives you the questions beforehand
5.0,M,i like the guy very helpful wants his students to succeed he tells you what he wants if you follow him you should get an a he posts his slides online some of my classmates got by without reading the chapters i about the countries to help with the midterms finals and papers he takes attendance but not everyday
4.5,W,her class is an easy a and she is a really nice lady sometimes she can be confusing but she is very approachable and will help you with anything you need i would recommend her to anyone
4.5,M,very nice and understanding professor his dry humor is amusing although sometimes i find myself drifting during his class
2.5,M,he is a pretty easy professor really funny at times i enjoyed his class and his personality the class is interesting and you need to just attend the lectures in order to pass his exams i would recommend this class
1.5,M,nice guy but not sure what he adds to his class he uses the power points that the book gives to him and then just reads off it sometimes he will use a transparency that he has written on but his hand writing is completely not legible his ta grades everything his mid-term covered of the biggest regions and he broke it down to questions
4.0,M,rudi is a great teacher he knows what he is talking about and he is pretty amusing to listen to i have taken classes from him and have done very well i recommend him to anyone wanting to take a geography class
4.5,M,he is a nice professor and its a very easy class
5.0,M,great teacher i wish he thought hist bc his class was really easy and informative i got an a and those only come every other blue moon so it must mean he is doing something right you will not regret it at home midterm and final lots of videos lots of free time but you still learn a lot
5.0,M,this professor is soooo nice and helpful he tells you what is expected of you and also his midterm and final are both take home essays just pay attention and do the work and you will pass
5.0,M,great professor the class is not hard at is a very understanding person he shows alot of interesting documentaries that will be useful during final keep up with class discussions and read a bit from the book and do good
5.0,M,best prof had so far in my studies he takes genuine interest in his students success the likes of which never seen he will move mountains to help a student learn the language if that student is genuinely interested if they then nothing he can do for them highly suggest avdulov sensei if you want to learn the language
5.0,M,avdulov is the best if ready for the challenge of learning a new language take him his teaching style is awesome and super helpful if you really try hard and he sees that love you if you do bad on a test let you retake it be basically the exact same so you can ace it definitely the best prof for japanese
4.0,M,really cares about his students and makes sure you know all the time that he is willing to listen during the class and after the semester is over he says he hold attendance against you if or less classes but he does class is work heavy at the end just reading through the whole class and then all the assignments are due at end
5.0,M,a professor who is very passionate about his work he is very strict about computer use in his class he yelled a few times at students for using facebook the assignments are time consuming and not so easy but he will help with any questions in person or over email a very interesting course and i would recommend taking it
4.5,M,this professor is one of the best had at york you rarely come across a professor who cares about his students and believes in potential his assignments are not easy but he will walk you through them and give you a bunch of useful resources you will learn a lot in his class
5.0,W,very easy professor lenient grader lets you resubmit two of the essays not a lot of work had to read three very interesting novels gives you ample time for assignments one essay per month learned a lot form this professor do take her
5.0,M,if into bio this is the guy for you his lectures are a bit dry but he is really enthused about what he teaches had him for my first college semester and one of the best
5.0,W,awesome teacher she is fun funny and really helpful bother getting the book it was never used only homework assignments and test which were easy if you paid attention in class and take good notes highly recommended
3.0,W,i like mrs perry i am currently taking her child online class her hw is very easy her website is a bit confusing but not totally unmanageable i have learned so much in her class totally recommend it its easy i have put minimal effort in and have on all my work
4.0,M,dr detweiler can really make a choir sound fantastic however he student leadership run away with itself sometimes creating disorganization and frustration students should not be grading their peers and i feel that dr detweiler should watch more carefully over his leaders when he delegates
5.0,M,loves the material is enthusiastic tries hard to create fun activities is very understanding of students and is a push over he cares more about the material than the grade which is good for those interested in the material as well as those who just need the grade he is a great teacher
3.5,M,origins of life class excellent teacher he was really excited whenever anything new came up or great questions were asked he will answer questions right when you ask them if you talk to him about problems you are having in the class he will help you out with them he gets you engaged in discussions tests do test you but too bad
4.0,M,brother zenger is great at teaching but i was surprised by his disinterest in the class i would suggest taking another teacher who will be more invested in their lower level classes i felt like we learn near as much as we could have because he was more concerned with his higher level classes
5.0,W,been almost years since my first class with her but she still ranks as my favourite professor her intro course motivated me to change my minor wish i could take her classes again
4.5,M,good teacher for intro to cmps if you need it for a ge or major his class was very easy notes were all online with everything you needed to know in-class pop quizzes fell asleep many times failed the second midterm and managed to get a b in the class though keep in mind this is more about the history of cmps rather than programming stuff
1.5,W,she is not direct and it takes her an hour to say a sentence
4.0,W,easy class just show up and do the work she grade hard and half your grade is basically homework and attendance tests are not hard either just take notes in class and you even need to read the book
2.0,W,a tolerable enough woman but as a big fan of art she bored even me to tears you have to show up but if you bring a laptop you can entertain yourself on facebook the entire time let you use notecards and make sure you do the chapter quizzes and be fine bring something to do unspeakably boring
2.5,W,prepare to re-enter grade attendence is taken exactly at start of class if ur late at all points off takes attendence again after break if u leave points off heaven forbid u speak at all during her lecturing all these points are taken out of your grade i attended and got an a so i am not of those irrate students just mad over a bad grade
4.0,W,eccentric old-school teacher that actually has expectations of her class god forbid with facebook generation will answer all your questions easy grader interesting class
2.0,W,she was unrealistic about the expectations of her class she wanted to cram and incredible amount of work into a week summer course i dropped her class after day because she talked in circles and had a very strict attendance policy
4.0,W,she is eccentric and boring but very flexible helpful and waseasy
5.0,W,betty keeps it real dig the berets she dons pay attention and show interest old school teacher that lets you use notes for exams
4.5,M,calculus iii is hard the material but mark makes it easier to understand the information by drawing and showing proofs he is great at drawing graphs by the way his homework is always complex and makes you think really hard applying usually takes me atleast hours to complete his daily homework but great teacher
2.0,M,pretty cool and funny teacher hyper and silly even in class but the workload is quite a lot to handle also a very hard course with homework everyday about projects during the semester take-home tests which are hard the manual he sends out during the first week is not helpful at all he that helpful just me
5.0,W,fitch aka a lot of time and effort into teaching although the course material is abstract she explores both the simple and complex aspects creating depth of understanding her review chats online and discussion sections prepare students for the tests a great class if willing to study and come to lecture
4.5,W,normally i hate my comm studies classes but kristine is funny understanding helpful and smart she truly cares about her students and the material she teaches i say her class is either easy or hard but she challenges you in a way that makes you want to do well i took her advanced topics in comm studies and a great class
4.5,M,amazing professor his expertise within the subject matter is beyond this world he lectures only for hrs and the rest of the hour lecture he allows for group work his teaching method is nothing that you will expect but even though he relies on a lot of independent studying and research it pays off this method is very effective
4.0,M,super interesting man super interesting class it was my first anthropology class and i learned so much he is really knowledgeable and has the coolest stories to tell there is only a midterm and a final so it isnt that hard of a class at all
2.0,M,worst professor i have had at conn hard to pay attention to explain anything and expects us to understand right away problem sets are hard and graded hard do not take his class if you are interested in econ it is extremely frustrating
5.0,W,julia is absolutely wonderful has the greatest big smile she reminds me of the actress gina davis she is so inspiring
5.0,M,hes the best study his quizzes and midterms for the final and thats it he bring the same problems
4.0,M,i love him he is so interesting and funny very laid back so if not what you need from a professor take him
4.5,M,favourite prof so far makes the class amazing i am a health student but he actually made me think of taking more history classes
5.0,M,he is very nice prof clear precise and explains very well answer your questions seriously exams are bit hard but within the material he covers he is very responsible and respect students well best prof at mcgill
5.0,M,his knowledge and wisdom fascinates me he was always smiling when talking to people no engineering background but he approved my taking his course and so patiently explained every basic things about engineering to me i wish i could take one more of his course but no longer at mcgill i miss him and his marcov chains
3.5,M,he is a really good journalism professor he will pick on you but usually its because you do your work overall be prepared to do a lot of work but you will actually learn something
4.0,M,dr krieglstein is one of the most shameless self-promoters ever encountered all required texts were authored by him only one about ethics pgs did film analysis based on the or ethical theories actually covered final entailed giving our opinion of his novel did we like it and why got and feel that i learned nothing
5.0,M,this guy is too deep for any sort of character based review he care about your submit the work on time and get an a seriously like a hype man for his own material all of the course material is authored by him and he even comes equipped with his own wikipedia page you learn much other than his resume
5.0,M,excellent professor and human being his level of knowledge is amazing and can deliver it through his teaching warning he expects a lot and is not as easy grader
3.5,M,bob has a fantastic understanding of calculus sometimes he notice if you need him to slow down or go over something again be assertive and help
5.0,M,great teacher wicked easy and supper helpful i loved every min o his class and he is writing the text book so there is no book to buy supper plus
2.0,M,i believe a marketing prof is teaching managerial economics ah well not overall a bad prof just not organized poorly structured exams and very very boring when his class got audited by the chair the dude fell asleep lol make sure to review the textbook and practice all the calculus or do poorly on exams
5.0,M,one of the best profs had i had him for both qms classes last year anyone that says his midterms are tough clearly needs to sit down and study harder his midterms are nothing but fair i got a percent on one of them he really wants to help his students so he goes over the material really well i would defiantly recommend taking him
4.0,W,she is very helpful the class was so were the tests as long as you paid attention and did your homework you would do fine take her
5.0,W,dr brown is a fantastic teacher who has a true passion for teaching she truly cares about her students and is willing to do anything to help them succeed her funny and great personality makes class fun and class is never boring ever an easy a as long as you do well on your assignments and tests and show up for class
2.5,W,honestly this lady would be better off teaching middle school english work is very childish and not challenging at all she is a very nice lady but very disorganized assigns a lot of work but very unclear when it is due easy a but would have actually like to have learned something anything actually
2.0,W,this class was tough make sure you read every page of every book-or else attendance is mandatory to stay on top of things or else you will fall behind a tough grader but she is fair definitely need a class buddy to study with overall a cool teacher but dont think it will be an easy a you have to work for it
3.5,W,if you wanna learn she will teach you
3.5,W,truth and fact if you take dr richards class you better read the book comment and take notes dont come late and never ever ever ever ever use your cell phone over all her lessons are wonderful and her test are challenging but a real student can do it just do the work and you will get an a
2.0,M,he knows what he is talking about he is a very nice man he organize world politics very well though it was always unclear what we were supposed to have read for class and he assigned a ridiculous amout of reading it was mostly redundant and he did not elaborate on the subtleties between readings in class pointless readings
3.0,M,proff harvey is knowledgeable in this subject but has trouble relaying that information without reading his slides word by word he does not post the slides until just before the exam there are two exams it and they are difficult you really really really need to study you cannot slide by in this class be prepared
5.0,W,joann is awesome hilarious quirky and passionate i would say this there is a lot of material covered but she only tests you on a quarter of it follow the notes provided in the syllabus and be golden on hw and tests also if lazy or too special ed to do fractions then skip this class and take earth science or something
3.0,W,i definitely agree about her voice it was like nails on chalkboard to me a nice lady but you can tell she astronomy so much that her social skills took a back seat she would ramble on and on about the easiest topic leaving us to figure out the harder stuff ourselves she nit-picks to the smallest detail on the homework
5.0,W,i took this class because i was looking for an easy a and it was all that was left to enroll the class work is difficult but if you ask for help she does and makes it so darn easy once she even gave me a interest in the planets that im always staring in the sky saying oh this is what she was talking liked her
2.5,W,oh man i know how she got such good ratings her voice makes you want to hurt things every seen mrs doubtfire like a mix of that and julia child makes it hard to focus and i think she does it on purpose i mean to be hateful but you need the facts take her definitely i even got a b and sayin this
5.0,W,just an amazing professor loves her work and is very passionate about the history of our universe and will help in and out of class until you understand she explains the material througouly makes it fun for everyone and will not give you a day without making you smile
5.0,W,professor eisberg is obviously in love with astronomy is very passionate about teaching it she loves sharing her knowledge she is very quirky keeps things interesting even though we had a class it was never a drag to go this was a great lab class i would highly recommend it
5.0,M,took dr tjandra for chem ans plan on taking him again to hes a great professor he gives good examples and makes it easy to understand chemistry are straight from the hw exams are pretty difficult but you will do good if you study the hw and class notes finals not bad though lab is just lab pretty easy if you read ahead
4.5,M,he is great he gives plenty of examples and really wants you to succeed just go to all the lectures and keep up with hw and you be surprised on the tests i wish he taught more classed because probably the best prof had at chaffey he has an accent but easy to understand overall take him
4.0,W,dr newhart is kind of spacey but she is a very helpful professor this class requires a lot of work but she is nice and very friendly
5.0,M,dr mccauley is the best prof for this course i was a bit scared going into this course because everything seemed so abstract at first but he dumbed everything down for us and made it all so crystal clear by far one of the best profs at york his lectures were short quick and sweet he is also very easy on the eyes i loved this class
5.0,M,the best prof at york just read his notes and you will definately do well
3.0,M,alright prof classes were rather monotonous since a slide reader all important info is on the slides make sure you copy the slides in class as much as possible since some info is missing or different on the slides he provides online are useless and have unrealistic expectations but prof is willing to help with any issues
3.0,W,if you are going to take this class be sure to rely on your book professor shea is not always clear but she is willing to help you in office hours
3.0,W,do not challenge her and if you agree with her you will become her enemy she can be very rude and disrespectful in a sneaky way so that it bring attention to her only to the person whom she is attacking i got an a in her class but i would not take another class taught by her she seems to have issues with foreigners
2.5,W,she is very opinionated and if you disagree with her you become her enemy she can be rude and disrespectful in a sneaky way that bring attention to it only to the person whom she is attacking i received an a in the class but i take another class taught by her she seems to have issues with foreigners
1.0,W,honestly she is the worst teacher i have ever had she only reads the definitions from the book we always got off topic so we really never discussed anything of importance very opinionated she shows favoritism and if not on her good side you do well take her
4.5,W,best teacher i have ever had she made coming to college and expectation instead of a pain she treats everyone equal and u will never be bored im really going to miss this class because there is really none like her
5.0,W,professor julia allen is a wonderful and also a knowledgeable person she makes the class fun we had debates on everything if you are smart you will take her last but not grades on the curve
2.0,W,if you want to make an a take her she is to opinionated that if your answers agree with what she think is right she is going to mark it wrong she know how to grade or teach this class will be a self taught class so read your book just take her
4.0,W,she feels strongly about research and her opinion behind the research no point in arguing with her just take in the information she shares if you read the book in depth the test be hard the only reason quizzes is if too many students are late she gave spontaneous homework nothing strenuous
3.5,W,ms allen was a great instructor not only about sociology i learned so much from her she is very human attitude is everything she treats every one equal mrs allen was a great professor she is very entertaining teaching
5.0,W,the perfect teacher i learned alot and she will work with you with whatever you have going on all around best teacher i have ever had
3.5,M,if you are just looking for an easy grade this is your man however i was looking for a history teacher and not someone out to push his own political agenda if i wanted glenn beck to teach me history i would watch more fox news i felt this class was an insult to me my intelligence and a complete waste of my time
5.0,M,magnifico professori is what he said his name was the first day of class his class is not hard pay attention on review day for midterm and you will do well same for the final its not a very hard class he presents his information to where its easy to understand
3.5,M,dr chapman is a wonderful storyteller however he impresses his opinions onto the subject matter with a slant towards creationism specifically christianity
2.5,M,all you need to do is write papers that have good grammar and punctuation because he is big on that you have to read all the books
2.5,M,i can recommend him if you just want to pass but if you need to get a and you are not good at speaking in front of ppl i recommend him he is tolerant to pass but intolerant to give a he is always smiley and looks easy-going but the professor who needs result not process overall i like him but i regret i took his class
5.0,M,where else can you find a teacher like him he is the best professor i never had before please chose him as your professor he is the best i guarantee
5.0,M,dr perkins was great in this course and helped convince me to become an accounting major he expects a lot of each student but is not unreasonable all the answers to the homework are online so a relatively easy course
5.0,M,great professor who is so knowledgable about accounting he always makes sure students understand new concepts before moving on and is very helpful this is not an easy a type of course but as long as you keep up with homework and reading you can get an a
3.0,M,i agree with the person who said he was stylish great professor knows his stuff omg though hardest cheg class in the curriculum make sure you go to class and have fun with the final i still have
4.0,W,i loved dr class she is so personable and knowledgeable about children with special needs she has the greatest stories and makes class so interesting she is funny and she also keep you in class for the whole hours like some professors do she does require alot of reflections but i least learned something in the process
5.0,W,she is super sweet and is very willing to work with you great class
4.0,W,it is a pretty easy class she gives you exactly what you need to know on the tests as long as you attend class and take good notes you will pass the class
3.5,W,she uses a lot of real world connections to help apply biology to non-majors overall pretty interesting class tests are a little difficult though
1.0,M,took him for an online class learn anything relevant to the subject only thing i learned how to make a wiki page which never use again he assigned useless assignments a day including weekends had to call his secretary several times for help because he would never return emails beyond unorganized not helpful at all
1.0,M,his classes are totally unorganized horrible to try to take notes from his lectures
4.5,W,one of the best professors she makes it very easy to understand the complex material in the class the homework is really hard but the tests are really easy
1.5,M,very theologically liberal narrow minded let him know if you disagree with his opinions he will explode not a great teacher either explosive temper
4.5,W,loved if you took ap calc in high school this will simply be a refresher course if struggling though always more than willing to help you so go to those help sessions she offers use and abuse the online egrade practice quizzes
5.0,W,if ur the type of student that needs to learn to understand a subject and nt just memorize good for u the flaw is that she moves quickly but if u keep up on egrade b fine go to class u get extra to her if u need helpful i do the hw only the practice before the quizzes tests got an a with no problem
4.5,W,ms everage is the most helpful sweet woman i had to take college algebra and i am not a math person so the material was so difficult for me to grasp i went to her office hours so many times and she was so determined for me to pass the class great teacher and person in general you are lucky if you get her as a teacher
4.5,W,great teacher not very good at math and the material was challenging lectures go kinda fast but she always offers her time to help go to class because she gives daily points for being there and it really helps to go once a week she holds an optional hour long study session which really helps with test and quizzes
4.5,W,this class was a difficult class and you have to work for good grades on the tests but she is an amazing teacher she cares a lot about her students and is so nice if you approach her through email or in person i had to go to her office hours for extra help but when i did she was very helpful lots of quizzes to cushion your grade love her
3.0,M,intermediate russian is definitely challenging he expects a lot from his students and the pace is pretty quick you do most of the learning from the textbook go over assigned work in class to clarify class is almost all in russian requires a lot of studying effort homework every night class participation
